year,duration,start_time,end_time,area,lat,lon
2022,39,1671235200000000000,1674604800000000000,62311128.26154329,39.125,350.625
2023,26,1678665600000000000,1680912000000000000,62311128.26154329,39.125,350.625
2023,18,1682121600000000000,1683676800000000000,62311128.26154329,39.125,350.625
2023,15,1686182400000000000,1687478400000000000,62311128.26154329,39.125,350.625
2023,42,1695600000000000000,1699228800000000000,62311128.26154329,39.125,350.625
2023,12,1699488000000000000,1700524800000000000,62311128.26154329,39.125,350.625
2024,39,1706054400000000000,1709424000000000000,62311128.26154329,39.125,350.625
2024,5,1713571200000000000,1714003200000000000,62311128.26154329,39.125,350.625
2024,17,1732406400000000000,1733875200000000000,62311128.26154329,39.125,350.625
2025,6,1736640000000000000,1737158400000000000,62311128.26154329,39.125,350.625
2025,7,1744070400000000000,1744675200000000000,62311128.26154329,39.125,350.625
2025,13,1746835200000000000,1747958400000000000,62311128.26154329,39.125,350.625
1983,8,438912000000000000,439603200000000000,65671374.96568418,39.375,349.875
1988,11,595468800000000000,596419200000000000,65671374.96568418,39.375,349.875
1989,5,601257600000000000,601689600000000000,65671374.96568418,39.375,349.875
1989,9,617932800000000000,618710400000000000,65671374.96568418,39.375,349.875
1989,17,618969600000000000,620438400000000000,65671374.96568418,39.375,349.875
1990,15,648172800000000000,649468800000000000,65671374.96568418,39.375,349.875
1991,8,683942400000000000,684633600000000000,65671374.96568418,39.375,349.875
1996,5,820454400000000000,820886400000000000,65671374.96568418,39.375,349.875
1997,69,856915200000000000,862876800000000000,65671374.96568418,39.375,349.875
1998,5,886636800000000000,887068800000000000,65671374.96568418,39.375,349.875
1998,11,887673600000000000,888624000000000000,65671374.96568418,39.375,349.875
1998,5,889660800000000000,890092800000000000,65671374.96568418,39.375,349.875
1998,12,890524800000000000,891561600000000000,65671374.96568418,39.375,349.875
1999,13,935971200000000000,937094400000000000,65671374.96568418,39.375,349.875
2002,16,1011139200000000000,1012521600000000000,65671374.96568418,39.375,349.875
2003,18,1063670400000000000,1065225600000000000,65671374.96568418,39.375,349.875
2004,6,1087257600000000000,1087776000000000000,65671374.96568418,39.375,349.875
2004,10,1088035200000000000,1088899200000000000,65671374.96568418,39.375,349.875
2004,23,1091404800000000000,1093392000000000000,65671374.96568418,39.375,349.875
2005,6,1123804800000000000,1124323200000000000,65671374.96568418,39.375,349.875
2006,10,1147478400000000000,1148342400000000000,65671374.96568418,39.375,349.875
2006,15,1149292800000000000,1150588800000000000,65671374.96568418,39.375,349.875
2006,5,1151712000000000000,1152144000000000000,65671374.96568418,39.375,349.875
2006,27,1153094400000000000,1155427200000000000,65671374.96568418,39.375,349.875
2006,13,1160092800000000000,1161216000000000000,65671374.96568418,39.375,349.875
2006,15,1162512000000000000,1163808000000000000,65671374.96568418,39.375,349.875
2006,14,1164585600000000000,1165795200000000000,65671374.96568418,39.375,349.875
2007,5,1169078400000000000,1169510400000000000,65671374.96568418,39.375,349.875
2008,6,1202169600000000000,1202688000000000000,65671374.96568418,39.375,349.875
2008,18,1203379200000000000,1204934400000000000,65671374.96568418,39.375,349.875
2009,12,1246233600000000000,1247270400000000000,65671374.96568418,39.375,349.875
2009,8,1255305600000000000,1255996800000000000,65671374.96568418,39.375,349.875
2009,13,1256342400000000000,1257465600000000000,65671374.96568418,39.375,349.875
2010,11,1271894400000000000,1272844800000000000,65671374.96568418,39.375,349.875
2011,10,1296345600000000000,1297209600000000000,65671374.96568418,39.375,349.875
2011,7,1302566400000000000,1303171200000000000,65671374.96568418,39.375,349.875
2011,42,1303689600000000000,1307318400000000000,65671374.96568418,39.375,349.875
2011,19,1317254400000000000,1318896000000000000,65671374.96568418,39.375,349.875
2012,18,1344902400000000000,1346457600000000000,65671374.96568418,39.375,349.875
2012,19,1347062400000000000,1348704000000000000,65671374.96568418,39.375,349.875
2014,32,1409443200000000000,1412208000000000000,65671374.96568418,39.375,349.875
2014,24,1413590400000000000,1415664000000000000,65671374.96568418,39.375,349.875
2014,6,1417046400000000000,1417564800000000000,65671374.96568418,39.375,349.875
2015,7,1437177600000000000,1437782400000000000,65671374.96568418,39.375,349.875
2015,5,1440720000000000000,1441152000000000000,65671374.96568418,39.375,349.875
2015,16,1446768000000000000,1448150400000000000,65671374.96568418,39.375,349.875
2015,18,1450051200000000000,1451606400000000000,65671374.96568418,39.375,349.875
2016,5,1451952000000000000,1452384000000000000,65671374.96568418,39.375,349.875
2016,6,1453420800000000000,1453939200000000000,65671374.96568418,39.375,349.875
2017,7,1494028800000000000,1494633600000000000,65671374.96568418,39.375,349.875
